Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
13485,Rajasthan,Jhunjhunu,Wheat,2019,Rabi       ,74982,305253,4.071017044
13486,Rajasthan,Jodhpur,Wheat,2010,Rabi       ,59285,149046,2.514059206
13487,Rajasthan,Jodhpur,Wheat,2011,Rabi       ,50154,136352,2.718666507
13488,Rajasthan,Jodhpur,Wheat,2012,Rabi       ,60974,133164,2.183947256
13489,Rajasthan,Jodhpur,Wheat,2013,Rabi       ,67879,152460,2.246055481
13490,Rajasthan,Jodhpur,Wheat,2014,Rabi       ,67781,130806,1.929832844
13491,Rajasthan,Jodhpur,Wheat,2015,Rabi       ,69216,136221,1.968056519
13492,Rajasthan,Jodhpur,Wheat,2016,Rabi       ,77939,180677,2.318184734
13493,Rajasthan,Jodhpur,Wheat,2017,Rabi       ,66071,150969,2.284951038
13494,Rajasthan,Jodhpur,Wheat,2018,Rabi       ,63675,149730,2.35147232
13495,Rajasthan,Jodhpur,Wheat,2019,Rabi       ,75032,203217,2.708404414
13496,Rajasthan,Karauli,Wheat,2010,Rabi       ,86163,365854,4.246068498
13497,Rajasthan,Karauli,Wheat,2011,Rabi       ,75295,296883,3.942931138
13498,Rajasthan,Karauli,Wheat,2012,Rabi       ,78348,306585,3.913118395
13499,Rajasthan,Karauli,Wheat,2013,Rabi       ,83418,313196,3.75453739
13500,Rajasthan,Karauli,Wheat,2014,Rabi       ,85169,308964,3.627657951
13501,Rajasthan,Karauli,Wheat,2015,Rabi       ,78974,279286,3.536429711
13502,Rajasthan,Karauli,Wheat,2016,Rabi       ,89193,360710,4.044151447
13503,Rajasthan,Karauli,Wheat,2017,Rabi       ,75421,319581,4.237294653
13504,Rajasthan,Karauli,Wheat,2018,Rabi       ,77846,346048,4.445289418
13505,Rajasthan,Karauli,Wheat,2019,Rabi       ,74168,315851,4.25858861
13506,Rajasthan,Kota,Wheat,2010,Rabi       ,115280,411409,3.568780361
13507,Rajasthan,Kota,Wheat,2011,Rabi       ,111785,467738,4.184264436
13508,Rajasthan,Kota,Wheat,2012,Rabi       ,127996,541271,4.228811838
13509,Rajasthan,Kota,Wheat,2013,Rabi       ,138008,553604,4.011390644
13510,Rajasthan,Kota,Wheat,2014,Rabi       ,135748,279120,2.05616289
13511,Rajasthan,Kota,Wheat,2015,Rabi       ,120081,468840,3.904364554
13512,Rajasthan,Kota,Wheat,2016,Rabi       ,141604,622806,4.398223214
13513,Rajasthan,Kota,Wheat,2017,Rabi       ,120490,502518,4.170619969
13514,Rajasthan,Kota,Wheat,2018,Rabi       ,142148,666856,4.691279512
13515,Rajasthan,Kota,Wheat,2019,Rabi       ,166763,725558,4.350833218
13516,Rajasthan,Nagaur,Wheat,2010,Rabi       ,77362,194987,2.520449316
13517,Rajasthan,Nagaur,Wheat,2011,Rabi       ,56807,142524,2.508916155
13518,Rajasthan,Nagaur,Wheat,2012,Rabi       ,83768,212344,2.534905931
13519,Rajasthan,Nagaur,Wheat,2013,Rabi       ,75548,189555,2.509067083
13520,Rajasthan,Nagaur,Wheat,2014,Rabi       ,71637,161510,2.25456119
13521,Rajasthan,Nagaur,Wheat,2015,Rabi       ,60279,160235,2.658222598
13522,Rajasthan,Nagaur,Wheat,2016,Rabi       ,64949,165199,2.543518761
13523,Rajasthan,Nagaur,Wheat,2017,Rabi       ,53677,142533,2.655383125
13524,Rajasthan,Nagaur,Wheat,2018,Rabi       ,51378,145883,2.839405971
13525,Rajasthan,Nagaur,Wheat,2019,Rabi       ,68017,191093,2.809488804
13526,Rajasthan,Pali,Wheat,2010,Rabi       ,80115,145154,1.811820508
13527,Rajasthan,Pali,Wheat,2011,Rabi       ,48464,107092,2.209722681
13528,Rajasthan,Pali,Wheat,2012,Rabi       ,57098,144534,2.531332096
13529,Rajasthan,Pali,Wheat,2013,Rabi       ,47446,129758,2.734856468
13530,Rajasthan,Pali,Wheat,2014,Rabi       ,49826,99960,2.006181512
13531,Rajasthan,Pali,Wheat,2015,Rabi       ,61193,157499,2.573807462
13532,Rajasthan,Pali,Wheat,2016,Rabi       ,92531,265876,2.873372167
13533,Rajasthan,Pali,Wheat,2017,Rabi       ,82074,216513,2.638021785
13534,Rajasthan,Pali,Wheat,2018,Rabi       ,50085,146542,2.925866028
13535,Rajasthan,Pali,Wheat,2019,Rabi       ,100442,276483,2.752663229
13536,Rajasthan,Pratapgarh,Wheat,2010,Rabi       ,49319,123163,2.497272856
13537,Rajasthan,Pratapgarh,Wheat,2011,Rabi       ,55687,193566,3.47596387
13538,Rajasthan,Pratapgarh,Wheat,2012,Rabi       ,58237,184458,3.167367825
13539,Rajasthan,Pratapgarh,Wheat,2013,Rabi       ,65698,258411,3.933316083
13540,Rajasthan,Pratapgarh,Wheat,2014,Rabi       ,64317,229597,3.5697716
13541,Rajasthan,Pratapgarh,Wheat,2015,Rabi       ,56870,157921,2.776877088
13542,Rajasthan,Pratapgarh,Wheat,2016,Rabi       ,63634,241538,3.795738127
13543,Rajasthan,Pratapgarh,Wheat,2017,Rabi       ,64522,220254,3.41362636
13544,Rajasthan,Pratapgarh,Wheat,2018,Rabi       ,70294,286092,4.069934845
13545,Rajasthan,Pratapgarh,Wheat,2019,Rabi       ,88715,356002,4.012872682
13546,Rajasthan,Rajsamand,Wheat,2010,Rabi       ,31898,104462,3.274876168
13547,Rajasthan,Rajsamand,Wheat,2011,Rabi       ,32314,100979,3.124930371
13548,Rajasthan,Rajsamand,Wheat,2012,Rabi       ,33480,110290,3.294205496
13549,Rajasthan,Rajsamand,Wheat,2013,Rabi       ,30675,89919,2.931344743
13550,Rajasthan,Rajsamand,Wheat,2014,Rabi       ,29541,69577,2.355268948
13551,Rajasthan,Rajsamand,Wheat,2015,Rabi       ,25946,71148,2.742156787
13552,Rajasthan,Rajsamand,Wheat,2016,Rabi       ,32458,105559,3.252172038
13553,Rajasthan,Rajsamand,Wheat,2017,Rabi       ,34327,112397,3.274303027
13554,Rajasthan,Rajsamand,Wheat,2018,Rabi       ,22479,66677,2.966190667
13555,Rajasthan,Rajsamand,Wheat,2019,Rabi       ,33128,113318,3.420610964
13556,Rajasthan,Sawai Madhopur,Wheat,2010,Rabi       ,84191,291368,3.460797472
13557,Rajasthan,Sawai Madhopur,Wheat,2011,Rabi       ,70125,230402,3.285590018
13558,Rajasthan,Sawai Madhopur,Wheat,2012,Rabi       ,70003,229909,3.284273531
13559,Rajasthan,Sawai Madhopur,Wheat,2013,Rabi       ,77203,218377,2.828607697
13560,Rajasthan,Sawai Madhopur,Wheat,2014,Rabi       ,82257,271260,3.297713265
13561,Rajasthan,Sawai Madhopur,Wheat,2015,Rabi       ,69313,230484,3.325263659
13562,Rajasthan,Sawai Madhopur,Wheat,2016,Rabi       ,85337,350076,4.102276855
13563,Rajasthan,Sawai Madhopur,Wheat,2017,Rabi       ,64273,251725,3.916496818
13564,Rajasthan,Sawai Madhopur,Wheat,2018,Rabi       ,70181,300227,4.277895727
13565,Rajasthan,Sawai Madhopur,Wheat,2019,Rabi       ,73934,323344,4.373414126
13566,Rajasthan,Sikar,Wheat,2010,Rabi       ,100483,343783,3.421305096
13567,Rajasthan,Sikar,Wheat,2011,Rabi       ,100080,292553,2.923191447
13568,Rajasthan,Sikar,Wheat,2012,Rabi       ,100128,327293,3.268746005
13569,Rajasthan,Sikar,Wheat,2013,Rabi       ,101345,331358,3.269603829
13570,Rajasthan,Sikar,Wheat,2014,Rabi       ,99558,347485,3.490277024
13571,Rajasthan,Sikar,Wheat,2015,Rabi       ,92333,323185,3.500211192
13572,Rajasthan,Sikar,Wheat,2016,Rabi       ,92032,333627,3.625119524
13573,Rajasthan,Sikar,Wheat,2017,Rabi       ,86085,285834,3.320369402
13574,Rajasthan,Sikar,Wheat,2018,Rabi       ,83288,321575,3.861000384
13575,Rajasthan,Sikar,Wheat,2019,Rabi       ,84746,295582,3.487857834
13576,Rajasthan,Sirohi,Wheat,2010,Rabi       ,39045,114373,2.929261109
13577,Rajasthan,Sirohi,Wheat,2011,Rabi       ,37254,101128,2.714554142
13578,Rajasthan,Sirohi,Wheat,2012,Rabi       ,35949,99139,2.757767949
13579,Rajasthan,Sirohi,Wheat,2013,Rabi       ,34035,94095,2.764654033
13580,Rajasthan,Sirohi,Wheat,2014,Rabi       ,26851,62377,2.323079215
13581,Rajasthan,Sirohi,Wheat,2015,Rabi       ,34226,91608,2.676561678
13582,Rajasthan,Sirohi,Wheat,2016,Rabi       ,37509,108650,2.89663814
13583,Rajasthan,Sirohi,Wheat,2017,Rabi       ,22239,66374,2.984576645
13584,Rajasthan,Sirohi,Wheat,2018,Rabi       ,29066,87890,3.023807886
13585,Rajasthan,Sirohi,Wheat,2019,Rabi       ,33732,107151,3.176538598
13586,Rajasthan,Tonk,Wheat,2010,Rabi       ,88632,284497,3.209867768
13587,Rajasthan,Tonk,Wheat,2011,Rabi       ,67431,233365,3.460796963
13588,Rajasthan,Tonk,Wheat,2012,Rabi       ,61769,211218,3.419482265
13589,Rajasthan,Tonk,Wheat,2013,Rabi       ,58416,200010,3.423890715
13590,Rajasthan,Tonk,Wheat,2014,Rabi       ,66376,138758,2.090484513
13591,Rajasthan,Tonk,Wheat,2015,Rabi       ,51468,160971,3.127593845
13592,Rajasthan,Tonk,Wheat,2016,Rabi       ,69184,250843,3.625737165
13593,Rajasthan,Tonk,Wheat,2017,Rabi       ,45842,152773,3.332598927
13594,Rajasthan,Tonk,Wheat,2018,Rabi       ,40139,143883,3.584618451
13595,Rajasthan,Tonk,Wheat,2019,Rabi       ,59993,229766,3.829880153
13596,Rajasthan,Udaipur,Wheat,2010,Rabi       ,55118,131966,2.394245074
13597,Rajasthan,Udaipur,Wheat,2011,Rabi       ,71948,201479,2.800341914
13598,Rajasthan,Udaipur,Wheat,2012,Rabi       ,72678,178517,2.456272875
13599,Rajasthan,Udaipur,Wheat,2013,Rabi       ,70717,200803,2.839529392
13600,Rajasthan,Udaipur,Wheat,2014,Rabi       ,76849,193315,2.515517443
13601,Rajasthan,Udaipur,Wheat,2015,Rabi       ,74822,210840,2.817887787
13602,Rajasthan,Udaipur,Wheat,2016,Rabi       ,80410,250975,3.121191394
13603,Rajasthan,Udaipur,Wheat,2017,Rabi       ,80937,229859,2.839974301
13604,Rajasthan,Udaipur,Wheat,2018,Rabi       ,74793,217764,2.911555894
13605,Rajasthan,Udaipur,Wheat,2019,Rabi       ,83198,262499,3.155111902
13606,Sikkim,East District,Rice,2010,Kharif     ,4950,8672,1.751919192
13607,Sikkim,East District,Rice,2011,Kharif     ,4940,8670,1.755060729
13608,Sikkim,East District,Rice,2012,Kharif     ,4910,8770,1.786150713
13609,Sikkim,East District,Rice,2013,Kharif     ,4910,8840,1.800407332
13610,Sikkim,East District,Rice,2014,Kharif     ,4870,8790,1.804928131
13611,Sikkim,East District,Rice,2015,Kharif     ,4813,8751,1.818200706
13612,Sikkim,East District,Rice,2016,Kharif     ,4810,8797,1.828898129
13613,Sikkim,East District,Rice,2017,Kharif     ,4809,8866,1.843626534
13614,Sikkim,East District,Rice,2018,Kharif     ,4554,8413,1.847386913
13615,Sikkim,East District,Rice,2019,Kharif     ,4553,8450,1.855919174
13616,Sikkim,North District,Rice,2010,Kharif     ,1000,1140,1.14
13617,Sikkim,North District,Rice,2011,Kharif     ,970,1100,1.134020619
13618,Sikkim,North District,Rice,2012,Kharif     ,980,1320,1.346938776
13619,Sikkim,North District,Rice,2013,Kharif     ,988,1410,1.427125506
13620,Sikkim,North District,Rice,2014,Kharif     ,990,1420,1.434343434
13621,Sikkim,North District,Rice,2015,Kharif     ,920,1347,1.464130435
13622,Sikkim,North District,Rice,2016,Kharif     ,920,1371,1.490217391
13623,Sikkim,North District,Rice,2017,Kharif     ,923,1384,1.499458288
13624,Sikkim,North District,Rice,2018,Kharif     ,988,1482,1.5
13625,Sikkim,North District,Rice,2019,Kharif     ,923,1388,1.503791983
13626,Sikkim,South District,Rice,2010,Kharif     ,2220,3948,1.778378378
13627,Sikkim,South District,Rice,2011,Kharif     ,2210,3930,1.778280543
13628,Sikkim,South District,Rice,2012,Kharif     ,2420,4480,1.851239669
13629,Sikkim,South District,Rice,2013,Kharif     ,2100,4010,1.90952381
13630,Sikkim,South District,Rice,2014,Kharif     ,2050,3910,1.907317073
13631,Sikkim,South District,Rice,2015,Kharif     ,1920,3738,1.946875
13632,Sikkim,South District,Rice,2016,Kharif     ,1880,3685,1.960106383
13633,Sikkim,South District,Rice,2017,Kharif     ,1800,3534,1.963333333
13634,Sikkim,South District,Rice,2018,Kharif     ,1740,3421,1.966091954
13635,Sikkim,South District,Rice,2019,Kharif     ,1660,3265,1.96686747
13636,Sikkim,West District,Rice,2010,Kharif     ,3970,7213,1.816876574
13637,Sikkim,West District,Rice,2011,Kharif     ,3950,7180,1.817721519
13638,Sikkim,West District,Rice,2012,Kharif     ,3610,6770,1.87534626
13639,Sikkim,West District,Rice,2013,Kharif     ,3160,6000,1.898734177
13640,Sikkim,West District,Rice,2014,Kharif     ,3130,5950,1.900958467
13641,Sikkim,West District,Rice,2015,Kharif     ,3016,5851,1.939986737
13642,Sikkim,West District,Rice,2016,Kharif     ,2871,5600,1.950539882
13643,Sikkim,West District,Rice,2017,Kharif     ,1969,3852,1.956323007
13644,Sikkim,West District,Rice,2018,Kharif     ,1974,3866,1.95845998
13645,Sikkim,West District,Rice,2019,Kharif     ,1549,3034,1.958683021
13646,Sikkim,East District,Wheat,2010,Rabi       ,1000,1180,1.18
13647,Sikkim,East District,Wheat,2011,Rabi       ,900,1060,1.177777778
13648,Sikkim,East District,Wheat,2012,Rabi       ,160,180,1.125
13649,Sikkim,East District,Wheat,2013,Rabi       ,150,170,1.133333333
13650,Sikkim,East District,Wheat,2014,Rabi       ,150,170,1.133333333
13651,Sikkim,East District,Wheat,2015,Rabi       ,143,162,1.132867133
13652,Sikkim,East District,Wheat,2016,Rabi       ,120,137,1.141666667
13653,Sikkim,East District,Wheat,2017,Rabi       ,120,137,1.141666667
13654,Sikkim,East District,Wheat,2018,Rabi       ,113,129,1.14159292
13655,Sikkim,East District,Wheat,2019,Rabi       ,113,130,1.150442478
13656,Sikkim,North District,Wheat,2010,Rabi       ,470,498,1.059574468
13657,Sikkim,North District,Wheat,2011,Rabi       ,440,470,1.068181818
13658,Sikkim,North District,Wheat,2012,Rabi       ,50,50,1
13659,Sikkim,North District,Wheat,2013,Rabi       ,50,45,0.9
13660,Sikkim,North District,Wheat,2014,Rabi       ,50,50,1
13661,Sikkim,North District,Wheat,2015,Rabi       ,50,45,0.9
13662,Sikkim,North District,Wheat,2016,Rabi       ,50,46,0.92
13663,Sikkim,North District,Wheat,2017,Rabi       ,52,48,0.923076923
13664,Sikkim,North District,Wheat,2018,Rabi       ,50,47,0.94
13665,Sikkim,North District,Wheat,2019,Rabi       ,52,48,0.923076923
13666,Sikkim,South District,Wheat,2010,Rabi       ,370,411,1.110810811
13667,Sikkim,South District,Wheat,2011,Rabi       ,370,410,1.108108108
13668,Sikkim,South District,Wheat,2012,Rabi       ,160,170,1.0625
13669,Sikkim,South District,Wheat,2013,Rabi       ,160,170,1.0625
13670,Sikkim,South District,Wheat,2014,Rabi       ,150,160,1.066666667
13671,Sikkim,South District,Wheat,2015,Rabi       ,110,118,1.072727273
13672,Sikkim,South District,Wheat,2016,Rabi       ,95,103,1.084210526
13673,Sikkim,West District,Wheat,2010,Rabi       ,810,621,0.766666667
13674,Sikkim,West District,Wheat,2011,Rabi       ,790,710,0.898734177
13675,Sikkim,West District,Wheat,2012,Rabi       ,150,150,1
13676,Sikkim,West District,Wheat,2014,Rabi       ,40,40,1
13677,Sikkim,West District,Wheat,2015,Rabi       ,20,21,1.05
13678,Tamil Nadu,Ariyalur,Rice,2010,Kharif     ,25211,97869,3.881995954
13679,Tamil Nadu,Ariyalur,Rice,2011,Kharif     ,24097,97257,4.03606258
13680,Tamil Nadu,Ariyalur,Rice,2012,Kharif     ,17523,36392,2.076813331
13681,Tamil Nadu,Ariyalur,Rice,2013,Kharif     ,24437,131658,5.387649875
13682,Tamil Nadu,Ariyalur,Rice,2014,Kharif     ,23108,116239,5.030249264
13683,Tamil Nadu,Ariyalur,Rice,2015,Kharif     ,24408,124179,5.087635202
13684,Tamil Nadu,Ariyalur,Rice,2016,Kharif     ,15398,44524,2.891544356
13685,Tamil Nadu,Ariyalur,Rice,2017,Autumn     ,2556,9851,3.854068858
13686,Tamil Nadu,Ariyalur,Rice,2017,Summer     ,480,2145,4.46875
13687,Tamil Nadu,Ariyalur,Rice,2017,Winter     ,19628,87227,4.444008559
13688,Tamil Nadu,Ariyalur,Rice,2017,Total,22664,99223,4.378000353
13689,Tamil Nadu,Ariyalur,Rice,2018,Autumn     ,2957,12673,4.285762597
13690,Tamil Nadu,Ariyalur,Rice,2018,Summer     ,732,3064,4.18579235
13691,Tamil Nadu,Ariyalur,Rice,2018,Winter     ,19103,73718,3.85897503
13692,Tamil Nadu,Ariyalur,Rice,2018,Total,22792,89455,3.92484205
13693,Tamil Nadu,Ariyalur,Rice,2019,Autumn     ,2448,8348,3.410130719
13694,Tamil Nadu,Ariyalur,Rice,2019,Summer     ,397,1709,4.304785894
13695,Tamil Nadu,Ariyalur,Rice,2019,Winter     ,20379,79599,3.905932578
13696,Tamil Nadu,Ariyalur,Rice,2019,Total,23224,89656,3.860489149
13697,Tamil Nadu,Chennai,Rice,2018,Autumn     ,85,,0
13698,Tamil Nadu,Chennai,Rice,2018,Summer     ,10,0,0
13699,Tamil Nadu,Chennai,Rice,2018,Winter     ,151,0,0
13700,Tamil Nadu,Chennai,Rice,2018,Total,246,,0
13701,Tamil Nadu,Chennai,Rice,2019,Autumn     ,20,0,0
13702,Tamil Nadu,Chennai,Rice,2019,Summer     ,9,0,0
13703,Tamil Nadu,Chennai,Rice,2019,Winter     ,90,,0
13704,Tamil Nadu,Chennai,Rice,2019,Total,119,0,0
13705,Tamil Nadu,Coimbatore,Rice,2010,Kharif     ,2666,10419,3.908102026
13706,Tamil Nadu,Coimbatore,Rice,2011,Kharif     ,2629,10486,3.988588817
13707,Tamil Nadu,Coimbatore,Rice,2012,Kharif     ,2156,7890,3.659554731
13708,Tamil Nadu,Coimbatore,Rice,2013,Kharif     ,2158,10139,4.698331789
13709,Tamil Nadu,Coimbatore,Rice,2014,Kharif     ,2166,9969,4.602493075
13710,Tamil Nadu,Coimbatore,Rice,2015,Kharif     ,2034,7942,3.904621436
13711,Tamil Nadu,Coimbatore,Rice,2016,Kharif     ,872,3518,4.03440367
13712,Tamil Nadu,Coimbatore,Rice,2017,Autumn     ,11,42,3.818181818
13713,Tamil Nadu,Coimbatore,Rice,2017,Winter     ,669,2284,3.414050822
13714,Tamil Nadu,Coimbatore,Rice,2017,Total,680,2326,3.420588235
13715,Tamil Nadu,Coimbatore,Rice,2018,Autumn     ,475,2036,4.28631579
13716,Tamil Nadu,Coimbatore,Rice,2018,Summer     ,177,742,4.192090396
13717,Tamil Nadu,Coimbatore,Rice,2018,Winter     ,947,3097,3.27032735
13718,Tamil Nadu,Coimbatore,Rice,2018,Total,1599,5875,3.674171357
13719,Tamil Nadu,Coimbatore,Rice,2019,Autumn     ,11,48,4.363636364
13720,Tamil Nadu,Coimbatore,Rice,2019,Summer     ,117,504,4.307692308
13721,Tamil Nadu,Coimbatore,Rice,2019,Winter     ,733,2667,3.638472033
13722,Tamil Nadu,Coimbatore,Rice,2019,Total,861,3219,3.738675958
13723,Tamil Nadu,Cuddalore,Rice,2010,Kharif     ,115815,301506,2.603341536
13724,Tamil Nadu,Cuddalore,Rice,2011,Kharif     ,120983,248242,2.051875057
13725,Tamil Nadu,Cuddalore,Rice,2012,Kharif     ,111958,339286,3.030475714
13726,Tamil Nadu,Cuddalore,Rice,2013,Kharif     ,127485,565960,4.439424246
13727,Tamil Nadu,Cuddalore,Rice,2014,Kharif     ,134677,641958,4.766649094
13728,Tamil Nadu,Cuddalore,Rice,2015,Kharif     ,139987,507130,3.622693536
13729,Tamil Nadu,Cuddalore,Rice,2016,Kharif     ,131906,459908,3.486634422
13730,Tamil Nadu,Cuddalore,Rice,2017,Autumn     ,31883,124535,3.906000063
13731,Tamil Nadu,Cuddalore,Rice,2017,Summer     ,7412,33413,4.507960065
13732,Tamil Nadu,Cuddalore,Rice,2017,Winter     ,91927,406593,4.422998684
13733,Tamil Nadu,Cuddalore,Rice,2017,Total,131222,564541,4.302182561
13734,Tamil Nadu,Cuddalore,Rice,2018,Autumn     ,35851,154858,4.319488996
13735,Tamil Nadu,Cuddalore,Rice,2018,Summer     ,6580,24580,3.73556231
13736,Tamil Nadu,Cuddalore,Rice,2018,Winter     ,90929,320124,3.52059299
13737,Tamil Nadu,Cuddalore,Rice,2018,Total,133360,499562,3.745965807
13738,Tamil Nadu,Cuddalore,Rice,2019,Autumn     ,34829,137820,3.957047288
13739,Tamil Nadu,Cuddalore,Rice,2019,Summer     ,8077,32096,3.973752631
13740,Tamil Nadu,Cuddalore,Rice,2019,Winter     ,89245,325393,3.646064205
13741,Tamil Nadu,Cuddalore,Rice,2019,Total,132151,495309,3.748053363
13742,Tamil Nadu,Dharamapuri,Rice,2010,Kharif     ,22862,93207,4.0769399
13743,Tamil Nadu,Dharamapuri,Rice,2011,Kharif     ,27067,128226,4.737355451
13744,Tamil Nadu,Dharamapuri,Rice,2012,Kharif     ,12003,53669,4.471298842
13745,Tamil Nadu,Dharamapuri,Rice,2013,Kharif     ,26689,132535,4.965903556
13746,Tamil Nadu,Dharamapuri,Rice,2014,Kharif     ,18303,95163,5.199311588
13747,Tamil Nadu,Dharamapuri,Rice,2015,Kharif     ,33349,149426,4.480674083
13748,Tamil Nadu,Dharamapuri,Rice,2016,Kharif     ,11432,42883,3.751137159
13749,Tamil Nadu,Dharamapuri,Rice,2017,Autumn     ,1708,7131,4.175058548
13750,Tamil Nadu,Dharamapuri,Rice,2017,Summer     ,4961,24314,4.901028019
13751,Tamil Nadu,Dharamapuri,Rice,2017,Winter     ,15564,75766,4.868028784
13752,Tamil Nadu,Dharamapuri,Rice,2017,Total,22233,107211,4.822156254
13753,Tamil Nadu,Dharamapuri,Rice,2018,Autumn     ,990,4244,4.286868687
13754,Tamil Nadu,Dharamapuri,Rice,2018,Summer     ,478,2270,4.748953975
13755,Tamil Nadu,Dharamapuri,Rice,2018,Winter     ,2421,10511,4.341594383
13756,Tamil Nadu,Dharamapuri,Rice,2018,Total,3889,17025,4.377732065
13757,Tamil Nadu,Dharamapuri,Rice,2019,Autumn     ,8,38,4.75
13758,Tamil Nadu,Dharamapuri,Rice,2019,Summer     ,2575,11272,4.377475728
13759,Tamil Nadu,Dharamapuri,Rice,2019,Winter     ,13229,56481,4.26948371
13760,Tamil Nadu,Dharamapuri,Rice,2019,Total,15812,67791,4.287313433
13761,Tamil Nadu,Dindigul,Rice,2010,Kharif     ,18349,98053,5.343778953
13762,Tamil Nadu,Dindigul,Rice,2011,Kharif     ,19158,103376,5.395970352
13763,Tamil Nadu,Dindigul,Rice,2012,Kharif     ,9476,30806,3.250949768
13764,Tamil Nadu,Dindigul,Rice,2013,Kharif     ,4234,25758,6.083608881
13765,Tamil Nadu,Dindigul,Rice,2014,Kharif     ,12071,70676,5.855024439
13766,Tamil Nadu,Dindigul,Rice,2015,Kharif     ,14989,71945,4.799853226
13767,Tamil Nadu,Dindigul,Rice,2016,Kharif     ,1522,4506,2.960578187
13768,Tamil Nadu,Dindigul,Rice,2017,Autumn     ,107,412,3.85046729
13769,Tamil Nadu,Dindigul,Rice,2017,Summer     ,3492,19995,5.725945017
13770,Tamil Nadu,Dindigul,Rice,2017,Winter     ,5203,29048,5.582932923
13771,Tamil Nadu,Dindigul,Rice,2017,Total,8802,49455,5.618609407
13772,Tamil Nadu,Dindigul,Rice,2018,Autumn     ,458,1963,4.286026201
13773,Tamil Nadu,Dindigul,Rice,2018,Summer     ,5570,21086,3.785637343
13774,Tamil Nadu,Dindigul,Rice,2018,Winter     ,3193,12799,4.008455998
13775,Tamil Nadu,Dindigul,Rice,2018,Total,9221,35848,3.887647761
13776,Tamil Nadu,Dindigul,Rice,2019,Autumn     ,217,891,4.105990783
13777,Tamil Nadu,Dindigul,Rice,2019,Summer     ,4499,21577,4.795954657
13778,Tamil Nadu,Dindigul,Rice,2019,Winter     ,3424,14468,4.22546729
13779,Tamil Nadu,Dindigul,Rice,2019,Total,8140,36936,4.537592138
13780,Tamil Nadu,Erode,Rice,2010,Kharif     ,36659,154538,4.215554161
13781,Tamil Nadu,Erode,Rice,2011,Kharif     ,33719,144357,4.281176785
13782,Tamil Nadu,Erode,Rice,2012,Kharif     ,6603,29125,4.410873845
13783,Tamil Nadu,Erode,Rice,2013,Kharif     ,30889,163021,5.277639289
13784,Tamil Nadu,Erode,Rice,2014,Kharif     ,37192,176997,4.759007313
13785,Tamil Nadu,Erode,Rice,2015,Kharif     ,34339,146570,4.268324645
13786,Tamil Nadu,Erode,Rice,2016,Kharif     ,695,1568,2.256115108
13787,Tamil Nadu,Erode,Rice,2017,Autumn     ,60,231,3.85
13788,Tamil Nadu,Erode,Rice,2017,Summer     ,1731,7734,4.467937608
13789,Tamil Nadu,Erode,Rice,2017,Winter     ,8977,46492,5.179013033
13790,Tamil Nadu,Erode,Rice,2017,Total,10768,54457,5.057299406
13791,Tamil Nadu,Erode,Rice,2018,Autumn     ,237,1015,4.282700422
13792,Tamil Nadu,Erode,Rice,2018,Summer     ,8132,34057,4.188022627
13793,Tamil Nadu,Erode,Rice,2018,Winter     ,27192,141488,5.203295087
13794,Tamil Nadu,Erode,Rice,2018,Total,35561,176560,4.964989736
13795,Tamil Nadu,Erode,Rice,2019,Autumn     ,306,1257,4.107843137
13796,Tamil Nadu,Erode,Rice,2019,Summer     ,7505,32297,4.303397735
13797,Tamil Nadu,Erode,Rice,2019,Winter     ,26756,124038,4.635894753
